KMC 1+1 simulation started

Simulation parameters:
=====================================================
       substrate_lattice_constant [A] = 2.71500
          adatom_lattice_constant [A] = 2.83000
             vertical_lat_spacing [A] = 2.86833
      spring_const_neighbors [eV/A/A] = 2.15025
 spring_const_next_neighbors [eV/A/A] = 1.07513
                     misfit_coeff [A] = 0.04236
                              D [1/s] = 5.19588e+12
                               E [eV] = 0.53000
                     bond_energy [eV] = 0.40000
                               grid_x = 500
                               grid_y = 80
                     substrate_height = 16
           local_relaxation_range_min = 10
           local_relaxation_range_max = 10
                     time_fluence [s] = 8.000
                  simulation_time [s] = 2.000
                      diffusion_range = 8
              deposition_speed [ML/s] = 0.080
                      temperature [K] = 600
=====================================================

           iter       sim_time      new_atoms         pr_acc   real_time[s]        duv_max
         213000       0.664173            645         0.9978          200.2          0.681
         214000       0.667793            649         0.9978          201.1          0.702
         215000       0.671474            653         0.9978          202.1          0.738
         216000       0.674851            659         0.9978          203.1          0.673
         217000       0.677727            663         0.9978          204.0          0.698
         218000       0.680435            667         0.9978          205.0          0.748
         219000       0.683240            670         0.9978          205.9          0.754
         220000       0.686431            672         0.9978          206.9          0.661
         221000       0.688913            674         0.9977          207.9          0.635
         222000       0.692122            680         0.9977          208.8          0.626
         223000       0.695334            681         0.9977          209.8          0.637
         224000       0.698702            685         0.9977          210.8          0.604
         225000       0.701828            689         0.9977          211.8          0.600
         226000       0.704482            690         0.9977          212.7          0.560
         227000       0.707779            692         0.9977          213.7          0.636
         228000       0.711168            696         0.9976          214.6          0.639
         229000       0.714737            701         0.9976          215.6          0.624
         230000       0.717498            705         0.9976          216.5          0.653
         231000       0.720339            711         0.9976          217.5          0.662
         232000       0.722887            714         0.9976          218.5          0.628
         233000       0.726718            717         0.9976          219.4          0.671
         234000       0.730424            723         0.9976          220.4          0.643
         235000       0.733865            726         0.9976          221.3          0.592
         236000       0.737895            731         0.9976          222.3          0.666
         237000       0.740781            732         0.9976          223.3          0.674
         238000       0.743838            737         0.9975          224.2          0.669
         239000       0.746416            741         0.9975          225.2          0.634
         240000       0.749434            746         0.9975          226.2          0.635
         241000       0.752461            751         0.9975          227.2          0.660
         242000       0.755440            752         0.9975          228.1          0.730
         243000       0.759835            757         0.9975          229.1          0.711
         244000       0.763242            759         0.9975          230.1          0.636
         245000       0.766308            763         0.9975          231.1          0.637
         246000       0.769102            764         0.9975          232.1          0.677
         247000       0.772301            767         0.9975          233.0          0.655
         248000       0.776599            775         0.9975          234.0          0.637
         249000       0.779594            779         0.9975          235.0          0.702
         250000       0.783228            782         0.9975          236.0          0.626
         251000       0.785945            785         0.9974          237.0          0.671
         252000       0.788822            788         0.9974          238.0          0.629
         253000       0.791802            790         0.9974          238.9          0.658
         254000       0.795783            792         0.9974          239.9          0.710
         255000       0.798091            794         0.9974          240.9          0.702
         256000       0.801054            799         0.9974          241.9          0.695
         257000       0.804235            800         0.9974          242.8          0.684
         258000       0.806872            802         0.9974          243.8          0.704
         259000       0.811715            805         0.9974          244.8          0.699
         260000       0.814796            808         0.9974          245.8          0.737
         261000       0.818216            811         0.9974          246.7          0.688
         262000       0.820988            814         0.9974          247.7          0.743
         263000       0.823842            816         0.9973          248.7          0.755
         264000       0.827355            820         0.9973          249.7          0.708
         265000       0.831338            824         0.9973          250.7          0.693
         266000       0.835043            831         0.9973          251.6          0.724
         267000       0.838896            835         0.9973          252.6          0.708
         268000       0.842198            837         0.9973          253.6          0.703
         269000       0.845350            838         0.9973          254.6          0.658
         270000       0.848053            841         0.9973          255.5          0.718
         271000       0.850326            844         0.9973          256.5          0.712
         272000       0.854631            849         0.9973          257.5          0.674
         273000       0.857777            851         0.9973          258.4          0.754
         274000       0.860754            854         0.9973          259.4          0.715
         275000       0.863470            855         0.9973          260.4          0.664
         276000       0.866144            858         0.9973          261.4          0.725
         277000       0.869920            862         0.9972          262.4          0.705
         278000       0.873204            865         0.9972          263.3          0.729
         279000       0.876663            872         0.9972          264.3          0.729
         280000       0.880527            878         0.9972          265.3          0.778
         281000       0.883136            881         0.9972          266.2          0.709
         282000       0.886030            882         0.9972          267.2          0.699
         283000       0.889035            884         0.9972          268.2          0.775
         284000       0.892178            887         0.9972          269.1          0.782
         285000       0.896152            890         0.9972          270.1          0.779
         286000       0.898720            892         0.9972          271.0          0.707
         287000       0.902838            899         0.9972          272.0          0.735
         288000       0.906614            902         0.9972          272.9          0.681
         289000       0.911028            908         0.9972          273.9          0.680
         290000       0.913769            911         0.9972          274.9          0.769
         291000       0.916265            913         0.9972          275.9          0.691
         292000       0.919507            913         0.9971          276.9          0.691
         293000       0.922783            916         0.9971          277.8          0.685
         294000       0.926595            918         0.9971          278.8          0.660
         295000       0.930284            919         0.9971          279.8          0.695
         296000       0.933142            921         0.9971          280.8          0.764
         297000       0.936210            923         0.9971          281.8          0.714
         298000       0.939479            923         0.9971          282.8          0.742
         299000       0.942999            926         0.9971          283.8          0.747
         300000       0.946241            931         0.9971          284.7          0.738
